[1634601600] LOG ROTATION: DAILY
[1634601600] LOG VERSION: 2.0
[1634601600] CURRENT HOST STATE: API-GW Server DR 172.23.20.35;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.79 ms
[1634601600] CURRENT HOST STATE: API-GW Server PROD 172.25.20.35;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.78 ms
[1634601600] CURRENT HOST STATE: API-GW-MYSQL DR 172.23.20.65;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 4.39 ms
[1634601600] CURRENT HOST STATE: API-GW-MYSQL PROD 172.25.20.65;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.14 ms
[1634601600] CURRENT HOST STATE: API-GW-MYSQL UAT 172.21.20.65;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.09 ms
[1634601600] CURRENT HOST STATE: API-Server DR 172.23.20.82;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.84 ms
[1634601600] CURRENT HOST STATE: API-Server PROD 172.25.20.82;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.26 ms
[1634601600] CURRENT HOST STATE: BOP Server DR 172.23.20.62;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.74 ms
[1634601600] CURRENT HOST STATE: BOP Server PROD 172.25.20.62;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.01 ms
[1634601600] CURRENT HOST STATE: CDN-Server DR 172.23.20.77;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.74 ms
[1634601600] CURRENT HOST STATE: CDN-Server PROD 172.25.20.77;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.72 ms
[1634601600] CURRENT HOST STATE: CDN-Server UAT Server 172.21.20.52;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 17.86 ms
[1634601600] CURRENT HOST STATE: DB Server UAT 172.21.20.60;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.10 ms
[1634601600] CURRENT HOST STATE: DNS-Mail Server Prod 172.25.20.55;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 19.05 ms
[1634601600] CURRENT HOST STATE: ELK Server UAT 172.21.20.80;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.15 ms
[1634601600] CURRENT HOST STATE: EMI-Widget-Server-Prod 172.25.20.71;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 17.97 ms
[1634601600] CURRENT HOST STATE: Fortinet Firewall-PROD 172.25.20.90;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.11 ms
[1634601600] CURRENT HOST STATE: GIT Server DR 172.23.20.22;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.60 ms
[1634601600] CURRENT HOST STATE: IVR-Server-prod 172.25.20.44;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.79 ms
[1634601600] CURRENT HOST STATE: Jenkins Server DR 172.23.20.21;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.86 ms
[1634601600] CURRENT HOST STATE: MYSQL-DB Server DR 172.23.20.83;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.79 ms
[1634601600] CURRENT HOST STATE: MYSQL-DB Server PROD 172.25.20.83;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 17.93 ms
[1634601600] CURRENT HOST STATE: Middleware Server UAT 172.21.20.70;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.09 ms
[1634601600] CURRENT HOST STATE: Mongo-DB Server DR 172.23.20.42;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.58 ms
[1634601600] CURRENT HOST STATE: Mongo-DB Server PROD 172.25.20.42;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.10 ms
[1634601600] CURRENT HOST STATE: Nagios Server DR 172.23.20.50;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.12 ms
[1634601600] CURRENT HOST STATE: PBX-Server-Prod 172.25.20.74;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.03 ms
[1634601600] CURRENT HOST STATE: Payment Switch Server- UAT 172.21.20.85;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 17.82 ms
[1634601600] CURRENT HOST STATE: Payment-Switch-Srv-DR 172.23.20.85;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.70 ms
[1634601600] CURRENT HOST STATE: Payment-Switch-Srv-PROD 172.25.20.85;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.11 ms
[1634601600] CURRENT HOST STATE: TMS System 172.25.20.25;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 20.11 ms
[1634601600] CURRENT HOST STATE: Web Server UAT 172.21.20.40;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 17.72 ms
[1634601600] CURRENT HOST STATE: Windows DR 172.23.20.100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.64 ms
[1634601600] CURRENT HOST STATE: Windows Dev VM UAT 172.21.20.100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 17.88 ms
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;HD VAR/LOG Partition;OK;HARD;1;OK: /var/log: total 10.7GB, used 147.2MB (1.3%), free 10.0GB (93.4%)
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;HD VAR/LOG/AUDIT Partition;OK;HARD;1;OK: /var/log/audit: total 3.6GB, used 47.9MB (1.3%), free 3.4GB (93.1%)
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;Important TCP Services Status;OK;HARD;1;OK - All Services are running! sshd docker crond nrpe
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 18.02 ms
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;Swap plus RAM;OK;HARD;1;OK MEMORY:::: Total: 7820 MB - Used: 562 MB - 7.19% used --- SWAP:::: Used: 0 MB - 0.00% used  :
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;TCP and UDP Connections;OK;HARD;1;SOCKET USAGE  OK : used 386
[1634601600] CURRENT SERVICE STATE: API-GW Server PROD 172.25.20.35;Total Processes;OK;HARD;1;PROCS OK: 100 processes with STATE = RSZDT
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Apache CPU n MEM load;OK;HARD;1;OK  CPU: 0.0% MEM: 0.0% over 0 processes
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;CPU Stats;OK;HARD;1;CPU STATISTICS OK : user=0.00% system=0.00%, iowait=0.00%, idle=100.00%, nice=0.00%, steal=0.00%
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Check Traffic;OK;HARD;1;RX Bytes: 20GB, TX Bytes:  4GB: RX Speed:  5Kbps, TX Speed:  4Kbps: OK bandwidth utilization
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Current Users;OK;HARD;1;USERS OK - 1 users currently logged in
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Disk I/O;OK;HARD;1;DISK IO OK
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD Data Partition;OK;HARD;1;OK: /mnt/api-gw-logs-prod-data: total 98.3GB, used 31.6GB (32.1%), free 61.7GB (62.8%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD Home Partition;OK;HARD;1;OK: /home: total 7.2GB, used 33.7MB (0.5%), free 6.8GB (94.2%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD Root Partition;OK;HARD;1;OK: /: total 7.2GB, used 4.3GB (59.8%), free 2.5GB (34.8%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD TMP Partition;OK;HARD;1;OK: /tmp: total 3.6GB, used 21.0MB (0.6%), free 3.4GB (93.8%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD VAR Partition;OK;HARD;1;OK: /var: total 7.2GB, used 691.7MB (9.4%), free 6.1GB (85.2%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD VAR/LOG Partition;OK;HARD;1;OK: /var/log: total 10.7GB, used 90.1MB (0.8%), free 10.0GB (93.9%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;HD VAR/LOG/AUDIT Partition;OK;HARD;1;OK: /var/log/audit: total 3.6GB, used 47.1MB (1.3%), free 3.4GB (93.1%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Important TCP Services Status;OK;HARD;1;OK - All Services are running! sshd crond nrpe
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;MYSQL CPU and MEM Load;OK;HARD;1;OK /usr/sbin/mysqld CPU: .7% MEM: 80.2% over 1 processes
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;MYSQLD Performance;OK;HARD;1;MYSQL 8.0.23 OK
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;MySql - Slave IO Running;OK;HARD;1;OK - 172.23.20.65 - Slave_IO_Running Yes
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;MySql - Slave SQL Running;OK;HARD;1;OK - 172.23.20.65 - Slave_SQL_Running Yes
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;MySql - Total Records Status;OK;HARD;1;Master: 495280144 Slave: 495280144
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;MySql -Service Running;OK;HARD;1;Uptime: 14573511  Threads: 4  Questions: 15490918  Slow queries: 0  Opens: 552  Flush tables: 3  Open tables: 387  Queries per second avg: 1.062
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.67 ms
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Swap plus RAM;OK;HARD;1;OK MEMORY:::: Total: 5805 MB - Used: 5175 MB - 89.16% used --- SWAP:::: Used: 560 MB - 7.34% used  :
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;TCP and UDP Connections;OK;HARD;1;SOCKET USAGE  OK : used 159
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL DR 172.23.20.65;Total Processes;OK;HARD;1;PROCS OK: 54 processes with STATE = RSZDT
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Apache CPU n MEM load;OK;HARD;1;OK  CPU: 0.0% MEM: 0.0% over 0 processes
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;CPU Stats;OK;HARD;1;CPU STATISTICS OK : user=0.00% system=0.25%, iowait=0.00%, idle=99.75%, nice=0.00%, steal=0.00%
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Check Traffic;OK;HARD;1;RX Bytes: 25GB, TX Bytes: 31GB: RX Speed:  5Kbps, TX Speed:  6Kbps: OK bandwidth utilization
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Current Users;OK;HARD;1;USERS OK - 1 users currently logged in
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Disk I/O;OK;HARD;1;DISK IO OK
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD Data Partition;OK;HARD;1;OK: /mnt/api-gw-logs-prod-data: total 98.3GB, used 56.2GB (57.2%), free 37.1GB (37.7%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD Home Partition;OK;HARD;1;OK: /home: total 7.2GB, used 949.5MB (12.9%), free 5.9GB (81.8%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD Root Partition;OK;HARD;1;OK: /: total 7.2GB, used 4.2GB (58.7%), free 2.6GB (36.0%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD TMP Partition;OK;HARD;1;OK: /tmp: total 3.6GB, used 21.0MB (0.6%), free 3.4GB (93.8%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD VAR Partition;OK;HARD;1;OK: /var: total 7.2GB, used 626.2MB (8.5%), free 6.2GB (86.1%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD VAR/LOG Partition;OK;HARD;1;OK: /var/log: total 10.7GB, used 74.1MB (0.7%), free 10.1GB (94.0%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;HD VAR/LOG/AUDIT Partition;OK;HARD;1;OK: /var/log/audit: total 3.6GB, used 47.4MB (1.3%), free 3.4GB (93.1%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Important TCP Services Status;OK;HARD;1;OK - All Services are running! sshd crond nrpe
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 18.18 ms
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Swap plus RAM;OK;HARD;1;OK MEMORY:::: Total: 7821 MB - Used: 5566 MB - 71.17% used --- SWAP:::: Used: 0 MB - 0.00% used  :
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;TCP and UDP Connections;OK;HARD;1;SOCKET USAGE  OK : used 157
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL PROD 172.25.20.65;Total Processes;OK;HARD;1;PROCS OK: 53 processes with STATE = RSZDT
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Apache CPU n MEM load;OK;HARD;1;OK  CPU: 0.0% MEM: 0.0% over 0 processes
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;CPU Stats;OK;HARD;1;CPU STATISTICS OK : user=0.00% system=0.00%, iowait=0.00%, idle=100.00%, nice=0.00%, steal=0.00%
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Check Traffic;OK;HARD;1;RX Bytes:  4GB, TX Bytes:  4GB: RX Speed:  2Kbps, TX Speed:  2Kbps: OK bandwidth utilization
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Current Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Disk I/O;OK;HARD;1;DISK IO OK
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;HD Data Partition;OK;HARD;1;OK: /mnt/api-gw-mysql-data: total 29.4GB, used 954.2MB (3.2%), free 27.0GB (91.7%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;HD Root Partition;OK;HARD;1;OK: /: total 40.1GB, used 4.3GB (10.7%), free 35.8GB (89.3%)
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Important TCP Services Status;OK;HARD;1;OK - All Services are running! sshd crond nrpe
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 17.95 ms
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Swap plus RAM;OK;HARD;1;OK MEMORY:::: Total: 3791 MB - Used: 2818 MB - 74.33% used --- SWAP:::: Used: 201 MB - 2.46% used  :
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;TCP and UDP Connections;OK;HARD;1;SOCKET USAGE  OK : used 187
[1634601600] CURRENT SERVICE STATE: API-GW-MYSQL UAT 172.21.20.65;Total Processes;OK;HARD;1;PROCS OK: 32 processes with STATE = RSZDT
[1634601600] CURRENT SERVICE STATE: API-Server DR 172.23.20.82;Apache CPU n MEM load;OK;HARD;1;OK  CPU: 0.0% MEM: 0.0% over 0 processes
[1634601600] CURRENT SERVICE STATE: API-Server DR 172.23.20.82;CPU Stats;OK;HARD;1;CPU STATISTICS OK : user=0.00% system=0.00%, iowait=0.00%, idle=100.00%, nice=0.00%, steal=0.00%
[1634601600] CURRENT SERVICE STATE: API-Server DR 172.23.20.82;Check Traffic;OK;HARD;1;RX Bytes:  8GB, TX Bytes:  3GB: RX Speed:  3Kbps, TX Speed:  3Kbps: OK bandwidth utilization
[1634601600] CURRENT SERVICE STATE: API-Server DR 172.23.20.82;Current Users;OK;HARD;1;USERS OK - 1 users currently logged in
